sentence_text,sentence_start,file_id,KAYCEE,KAYCEE_annotation,KATHLEEN,KATHLEEN_annotation,LIZ,LIZ_annotation
"I (we) authorize my physician, and such associates, technical assistants and other health care providers to perform such other procedures, which are advisable in their professional judgment.",1235,24677931,['A'],"I (we) authorize my physician, and such associates, technical assistants and other health care providers to perform such other procedures, which are advisable in their professional judgment.",['A'],"I (we) authorize my physician, and such associates, technical assistants and other health care providers to perform such other procedures, which are advisable in their professional judgment.",['A'],"I (we) authorize my physician, and such associates, technical assistants and other health care providers to perform such other procedures, which are advisable in their professional judgment."
4.,1427,24677931,,,,,,
BLOOD/BLOOD PRODUCTS: PATIENT INITIALS,1430,24677931,,,,,,
I (we) consent to the use of blood and/or blood products as deemed necessary.,1470,24677931,['A'],I (we) consent to the use of blood and/or blood products as deemed necessary.,['A'],I (we) consent to the use of blood and/or blood products as deemed necessary.,['A'],I (we) consent to the use of blood and/or blood products as deemed necessary.
"I (we) understand the risks and hazards associated with the use of blood and blood products are: fever, transfusion reaction, which may include kidney failure or anemia, heart failure, hepatitis, AIDS (Acquired Immune Deficiency Syndrome) and other infections.",1550,24677931,,,,,,
5.,1812,24677931,,,,,,
RISKS OF TREATMENT:,1815,24677931,,,,,,
I (we) understand that no warranty or guarantee has been made to me as to results or cure.,1835,24677931,,,,,,
"Just as there are risks and hazards in continuing my present condition without treatment, there are also risks and hazards related to the performance of the surgical, medical, and/or diagnostic procedure(s) planned for me.",1927,24677931,,,,,,
"I (we) realize that common to surgical, medical and/or diagnostic procedures is the potential for infection, blood clots in veins and lungs, hemorrhage, allergic reactions, and even death.",2150,24677931,,,,,,
"I (we) also realize that the following risks and hazards may occur in connection with this particular procedure: 
0 
 
0 
 
6.",2339,24677931,,,,,,
OPPORTUNITY,2468,24677931,,,,,,
TO ASK QUESTIONS,2480,24677931,,,,,,
": I (we) have been given an opportunity to ask questions about my condition, alternative forms of anesthesia and treatment, risks of non-treatment, the procedure(s) to be used, and the risks and hazards involved, and I (we) believe that I (we) have sufficient information to give this informed consent.",2496,24677931,,,,,,
7.,2800,24677931,,,,,,
CERTIFICATION ,2803,24677931,,,,,,
UNDERSTANDING OF CONSENT,2819,24677931,,,,,,
FORM:,2844,24677931,,,,,,
I (we) certify this form,2850,24677931,,,,,,
"has been fully explained to me (us), that I (we) have read it or have had it read to me (us), that the blank spaces have been filled in, and that I (we) understand its contents.",2875,24677931,,,,,,
Patient Signature Date Witness Time,3054,24677931,,,,,,
"If the patient is a minor or unable to sign, complete the following: 
 ",3263,24677931,,,,,,
 ,3334,24677931,,,,,,
 ,3336,24677931,,,,,,
 ,3337,24677931,,,,,,
 ,3338,24677931,,,,,,
 ,3339,24677931,,,,,,
 ,3340,24677931,,,,,,
 ,3341,24677931,,,,,,
 ,3342,24677931,,,,,,
 ,3343,24677931,,,,,,
 ,3344,24677931,,,,,,
 ,3345,24677931,,,,,,
 ,3346,24677931,,,,,,
 ,3347,24677931,,,,,,
 ,3348,24677931,,,,,,
 ,3349,24677931,,,,,,
 ,3350,24677931,,,,,,
 ,3351,24677931,,,,,,
 ,3352,24677931,,,,,,
 ,3353,24677931,,,,,,
 ,3354,24677931,,,,,,
 ,3355,24677931,,,,,,
 ,3356,24677931,,,,,,
 ,3357,24677931,,,,,,
 ,3358,24677931,,,,,,
 ,3359,24677931,,,,,,
 ,3360,24677931,,,,,,
 ,3361,24677931,,,,,,
 ,3362,24677931,,,,,,
 ,3363,24677931,,,,,,
 ,3364,24677931,,,,,,
 ,3365,24677931,,,,,,
 ,3366,24677931,,,,,,
 ,3367,24677931,,,,,,
 ,3368,24677931,,,,,,
 ,3369,24677931,,,,,,
 ,3370,24677931,,,,,,
 ,3371,24677931,,,,,,
 ,3372,24677931,,,,,,
 ,3373,24677931,,,,,,
 ,3374,24677931,,,,,,
 ,3375,24677931,,,,,,
 ,3376,24677931,,,,,,
 ,3377,24677931,,,,,,
 ,3378,24677931,,,,,,
 ,3379,24677931,,,,,,
 ,3380,24677931,,,,,,
 ,3381,24677931,,,,,,
 ,3382,24677931,,,,,,
 ,3383,24677931,,,,,,
 ,3384,24677931,,,,,,
 ,3385,24677931,,,,,,
 ,3386,24677931,,,,,,
 ,3387,24677931,,,,,,
 ,3388,24677931,,,,,,
 ,3389,24677931,,,,,,
 ,3390,24677931,,,,,,
 ,3391,24677931,,,,,,
 ,3392,24677931,,,,,,
 ,3393,24677931,,,,,,
 ,3394,24677931,,,,,,
 ,3395,24677931,,,,,,
 ,3396,24677931,,,,,,
 ,3397,24677931,,,,,,
 ,3398,24677931,,,,,,
 ,3399,24677931,,,,,,
 ,3400,24677931,,,,,,
 ,3401,24677931,,,,,,
 ,3402,24677931,,,,,,
 ,3403,24677931,,,,,,
 ,3404,24677931,,,,,,
 ,3405,24677931,,,,,,
 ,3406,24677931,,,,,,
 ,3407,24677931,,,,,,
 ,3408,24677931,,,,,,
 ,3409,24677931,,,,,,
 ,3410,24677931,,,,,,
 ,3411,24677931,,,,,,
 ,3412,24677931,,,,,,
 ,3413,24677931,,,,,,
 ,3414,24677931,,,,,,
 ,3415,24677931,,,,,,
 ,3416,24677931,,,,,,
 ,3417,24677931,,,,,,
 ,3418,24677931,,,,,,
 ,3419,24677931,,,,,,
 ,3420,24677931,,,,,,
 ,3421,24677931,,,,,,
 ,3422,24677931,,,,,,
 ,3423,24677931,,,,,,
 ,3424,24677931,,,,,,
 ,3425,24677931,,,,,,
 ,3426,24677931,,,,,,
 ,3427,24677931,,,,,,
 ,3428,24677931,,,,,,
 ,3429,24677931,,,,,,
 ,3430,24677931,,,,,,
 ,3431,24677931,,,,,,
 ,3432,24677931,,,,,,
 ,3433,24677931,,,,,,
 ,3434,24677931,,,,,,
 ,3435,24677931,,,,,,
 ,3436,24677931,,,,,,
 ,3437,24677931,,,,,,
 ,3438,24677931,,,,,,
 ,3439,24677931,,,,,,
 ,3440,24677931,,,,,,
 ,3441,24677931,,,,,,
 ,3442,24677931,,,,,,
 ,3443,24677931,,,,,,
 ,3444,24677931,,,,,,
 ,3445,24677931,,,,,,
 ,3446,24677931,,,,,,
 ,3447,24677931,,,,,,
 ,3448,24677931,,,,,,
 ,3449,24677931,,,,,,
 ,3450,24677931,,,,,,
 ,3451,24677931,,,,,,
 ,3452,24677931,,,,,,
 ,3453,24677931,,,,,,
 ,3454,24677931,,,,,,
 ,3455,24677931,,,,,,
 ,3456,24677931,,,,,,
 ,3457,24677931,,,,,,
 ,3458,24677931,,,,,,
 ,3459,24677931,,,,,,
 ,3460,24677931,,,,,,
 ,3461,24677931,,,,,,
 ,3462,24677931,,,,,,
 ,3463,24677931,,,,,,
 ,3464,24677931,,,,,,
 ,3465,24677931,,,,,,
 ,3466,24677931,,,,,,
 ,3467,24677931,,,,,,
 ,3468,24677931,,,,,,
 ,3469,24677931,,,,,,
 ,3470,24677931,,,,,,
 ,3471,24677931,,,,,,
 ,3472,24677931,,,,,,
 ,3473,24677931,,,,,,
 ,3474,24677931,,,,,,
 ,3475,24677931,,,,,,
 ,3476,24677931,,,,,,
 ,3477,24677931,,,,,,
 ,3478,24677931,,,,,,
 ,3479,24677931,,,,,,
 ,3480,24677931,,,,,,
 ,3481,24677931,,,,,,
 ,3482,24677931,,,,,,
 ,3483,24677931,,,,,,
 ,3484,24677931,,,,,,
 ,3485,24677931,,,,,,
 ,3486,24677931,,,,,,
 ,3487,24677931,,,,,,
 ,3488,24677931,,,,,,
 ,3489,24677931,,,,,,
 ,3490,24677931,,,,,,
 ,3491,24677931,,,,,,
 ,3492,24677931,,,,,,
 ,3493,24677931,,,,,,
 ,3494,24677931,,,,,,
Signing on behalf of patient: ,3498,24677931,,,,,,
 ,3528,24677931,,,,,,
 ,3529,24677931,,,,,,
 ,3530,24677931,,,,,,
 ,3531,24677931,,,,,,
 ,3532,24677931,,,,,,
 ,3533,24677931,,,,,,
 ,3534,24677931,,,,,,
 ,3535,24677931,,,,,,
 ,3536,24677931,,,,,,
 ,3537,24677931,,,,,,
 ,3538,24677931,,,,,,
 ,3539,24677931,,,,,,
 ,3540,24677931,,,,,,
 ,3541,24677931,,,,,,
 ,3542,24677931,,,,,,
 ,3543,24677931,,,,,,
 ,3544,24677931,,,,,,
 ,3545,24677931,,,,,,
 ,3546,24677931,,,,,,
 ,3547,24677931,,,,,,
 ,3548,24677931,,,,,,
 ,3549,24677931,,,,,,
 ,3550,24677931,,,,,,
 ,3551,24677931,,,,,,
 ,3552,24677931,,,,,,
 ,3553,24677931,,,,,,
 ,3554,24677931,,,,,,
 ,3555,24677931,,,,,,
 ,3556,24677931,,,,,,
 ,3557,24677931,,,,,,
 ,3558,24677931,,,,,,
 ,3559,24677931,,,,,,
 ,3560,24677931,,,,,,
 ,3561,24677931,,,,,,
 ,3562,24677931,,,,,,
 ,3563,24677931,,,,,,
 ,3564,24677931,,,,,,
 ,3565,24677931,,,,,,
 ,3566,24677931,,,,,,
 ,3567,24677931,,,,,,
 ,3568,24677931,,,,,,
 ,3569,24677931,,,,,,
 ,3570,24677931,,,,,,
 ,3571,24677931,,,,,,
 ,3572,24677931,,,,,,
 ,3573,24677931,,,,,,
 ,3574,24677931,,,,,,
 ,3575,24677931,,,,,,
 ,3576,24677931,,,,,,
 ,3577,24677931,,,,,,
 ,3578,24677931,,,,,,
 ,3579,24677931,,,,,,
 ,3580,24677931,,,,,,
 ,3581,24677931,,,,,,
 ,3582,24677931,,,,,,
 ,3583,24677931,,,,,,
 ,3584,24677931,,,,,,
 ,3585,24677931,,,,,,
 ,3586,24677931,,,,,,
 ,3587,24677931,,,,,,
 ,3588,24677931,,,,,,
 ,3589,24677931,,,,,,
 ,3590,24677931,,,,,,
 ,3591,24677931,,,,,,
 ,3592,24677931,,,,,,
 ,3593,24677931,,,,,,
 ,3594,24677931,,,,,,
 ,3595,24677931,,,,,,
 ,3596,24677931,,,,,,
 ,3597,24677931,,,,,,
 ,3598,24677931,,,,,,
 ,3599,24677931,,,,,,
 ,3600,24677931,,,,,,
 ,3601,24677931,,,,,,
 ,3602,24677931,,,,,,
 ,3603,24677931,,,,,,
 ,3604,24677931,,,,,,
 ,3605,24677931,,,,,,
 ,3606,24677931,,,,,,
 ,3607,24677931,,,,,,
 ,3608,24677931,,,,,,
 ,3609,24677931,,,,,,
 ,3610,24677931,,,,,,
 ,3611,24677931,,,,,,
 ,3612,24677931,,,,,,
 ,3613,24677931,,,,,,
 ,3614,24677931,,,,,,
 ,3615,24677931,,,,,,
 ,3616,24677931,,,,,,
 ,3617,24677931,,,,,,
 ,3618,24677931,,,,,,
 ,3619,24677931,,,,,,
 ,3620,24677931,,,,,,
Parent/Guardian/POA Signature Parent/Guardian/POA,3624,24677931,,,,,,
"Printed Name Date 
 PATIENT IDENTIFICATION 
0 
FACILITY DISCLOSURE AND CONSENT 
1.",3674,24677931,,,,,,
RESPONSIBLE RIDE HOME:,3763,24677931,,,,,,
I (we) understand that I am scheduled to go home after my surgery,3786,24677931,,,,,,
and I must have,3852,24677931,,,,,,
a responsible adult drive me home and stay with me as advised by my physician.,3868,24677931,,,,,,
I (we) understand the surgery is intended to be performed on an outpatient basis.,3948,24677931,['C'],I (we) understand the surgery is intended to be performed on an outpatient basis.,,,,
I consent to my transfer to a hospital or other facility should my physician(s) deem it advisable or necessary.,4030,24677931,['A'],I consent to my transfer to a hospital or other facility should my physician(s) deem it advisable or necessary.,['A'],I consent to my transfer to a hospital or other facility should my physician(s) deem it advisable or necessary.,['A'],I consent to my transfer to a hospital or other facility should my physician(s) deem it advisable or necessary.
I (we) understand the Surgery center is not responsible or liable for the loss of or damage to any article of value that I have brought to this facility.,4143,24677931,,,,,,
2.,4298,24677931,,,,,,
TISSUE,4301,24677931,,,,,,
/COMMUNICABLE DISEASES:,4307,24677931,,,,,,
I authorize the surgery center to dispose of any specimen or tissue taken from my body during this operation or procedure.,4331,24677931,['A'],I authorize the surgery center to dispose of any specimen or tissue taken from my body during this operation or procedure.,['A'],I authorize the surgery center to dispose of any specimen or tissue taken from my body during this operation or procedure.,['A'],I authorize the surgery center to dispose of any specimen or tissue taken from my body during this operation or procedure.
In the event any tissue is deemed potentially pathological it will be sent to pathology.,4454,24677931,['C'],In the event any tissue is deemed potentially pathological it will be sent to pathology.,['C'],In the event any tissue is deemed potentially pathological it will be sent to pathology.,['C'],In the event any tissue is deemed potentially pathological it will be sent to pathology.
"I (we) understand that Texas law provides and I (we) agree, that if any healthcare worker is exposed to my blood or other bodily fluid, to allow North Austin Surgery center to perform tests on my blood or other bodily fluid to determine the presence of any communicable disease, including but not limited to, hepatitis and human immunodeficiency virus (which is the causative agent of AIDS).",4544,24677931,['A'],"I (we) understand that Texas law provides and I (we) agree, that if any healthcare worker is exposed to my blood or other bodily fluid, to allow North Austin Surgery center to perform tests on my blood or other bodily fluid to determine the presence of any communicable disease, including but not limited to, hepatitis and human immunodeficiency virus (which is the causative agent of AIDS).",['A'],"I (we) understand that Texas law provides and I (we) agree, that if any healthcare worker is exposed to my blood or other bodily fluid, to allow North Austin Surgery center to perform tests on my blood or other bodily fluid to determine the presence of any communicable disease, including but not limited to, hepatitis and human immunodeficiency virus (which is the causative agent of AIDS).",,
I (we) understand that such testing is necessary to protect those who will be caring for me while I am a patient of the Surgery center.,4936,24677931,,,,,,
I (we) understand that the results of such tests do not become a part of my medical record.,5072,24677931,,,,,,
3.,5165,24677931,,,,,,
MEDICAL STAFF AFFILIATION:,5168,24677931,,,,,,
I (we) understand that each patient is admitted under the care of the patient s attending physician.,5195,24677931,,,,,,
"I (we) understand that although all physicians practicing at North Austin Surgery Center are members of North Austin Surgery Center medical staff, they are not agents or employees of the facility and are not authorized to make representations on behalf of the facility.",5296,24677931,,,,,,
"Specifically, I (we) understand radiologists, pathologists, anesthesiologists, and all other physicians, are independent contractors and are not agents or employees of North Austin Surgery Center.",5566,24677931,,,,,,
I (we) further understand and agree that North Austin Surgery Center is not liable or responsible for the care and treatment rendered to the patient by the physician members of the Surgery center s medical staff.,5763,24677931,['A'],I (we) further understand and agree that North Austin Surgery Center is not liable or responsible for the care and treatment rendered to the patient by the physician members of the Surgery center s medical staff.,,,,
4.,5977,24677931,,,,,,
PHOTOGRAPHING OR,5980,24677931,,,,,,
VIDEOTAPING:,5997,24677931,,,,,,
"For the purpose of advancing medical education, I authorize my doctor and/or such associates as he/",6010,24677931,['A'],"For the purpose of advancing medical education, I authorize my doctor and/or such associates as he/she may select to photograph or video tape the operation(s) or procedure(s) to be performed including appropriate portions of my body, and the inclusion of such pictures in my medical record.",,,['A'],"For the purpose of advancing medical education, I authorize my doctor and/or such associates as he/she may select to photograph or video tape the operation(s) or procedure(s) to be performed including appropriate portions of my body, and the inclusion of such pictures in my medical record."
"she may select to photograph or video tape the operation(s) or procedure(s) to be performed including appropriate portions of my body, and the inclusion of such pictures in my medical record.",6109,24677931,,,,,,
I understand that the photographs/ video will be used only for medical and educational purposes and will not be released for publication in any other context without my written permission.,6301,24677931,['C'],I understand that the photographs/ video will be used only for medical and educational purposes and will not be released for publication in any other context without my written permission.,,,['C'],I understand that the photographs/ video will be used only for medical and educational purposes and will not be released for publication in any other context without my written permission.
"I (we) consent to photographs, videotapes, digital or audio recordings,",6491,24677931,['A'],"I (we) consent to photographs, videotapes, digital or audio recordings, and/or images of me being recorded for security purposes and/or the center s health care operations purposes (e.g., quality improvement activities).",,,,
and/or images of me being recorded for security purposes and/or,6563,24677931,,,,,,
"the center s health care operations purposes (e.g., quality improvement activities).",6627,24677931,,,,,,
I understand that the facility retains the ownership rights to the images and/or recordings.,6712,24677931,['C'],I understand that the facility retains the ownership rights to the images and/or recordings.,,,,
I will be allowed to request access to or copies of the images and/or recordings when technologically feasible unless otherwise prohibited by law.,6805,24677931,,,,,,
I understand that these images and/or recordings will be securely stored and protected.,6952,24677931,,,,,,
Images and/or recordings in which I am identified will not be released and/or used outside of the facility without a specific written authorization from me or my legal representative unless otherwise required by law.,7040,24677931,['C'],Images and/or recordings in which I am identified will not be released and/or used outside of the facility without a specific written authorization from me or my legal representative unless otherwise required by law.,,,,
5.,7258,24677931,,,,,,
PROTECTED HEALTH INFORMATION:,7262,24677931,,,,,,
"Your physician may provide to you, or upon your request, you may receive your protected health information (PHI) in an unencrypted format.",7292,24677931,,,,,,
This means that there is some level of risk that a third party could see your PHI without your consent.,7431,24677931,,,,,,
"Because you have requested it in an unencrypted format, North Austin Surgery Center is not responsible for unauthorized access to the PHI contained in this format.",7535,24677931,,,,,,
6.,7700,24677931,,,,,,
RESUSCITATIVE MEASURES,7703,24677931,,,,,,
": It is our policy, regardless of the contents of any Advance Directive or instructions from a health care surrogate or attorney in fact, that if an adverse event occurs during your treatment at this facility, we will initiate resuscitative or other stabilizing measures and transfer you to an Acute Care Hospital for further evaluation.",7725,24677931,,,['B'],"It is our policy, regardless of the contents of any Advance Directive or instructions from a health care surrogate or attorney in fact, that if an adverse event occurs during your treatment at this facility, we will initiate resuscitative or other stabilizing measures and transfer you to an Acute Care Hospital for further evaluation.",,
"At the Acute Care Hospital, further treatment or withdrawal of treatment measures already begun will be ordered in accordance with your wishes, Advance Directive or Health Care Power of Attorney.",8063,24677931,,,,,,
Your agreement with this policy by your signature below does not revoke or invalidate any current Health Care Directive or Health Care Power of Attorney.,8259,24677931,,,,,,
Please provide us a copy of that document so that it may be made a part of your medical record.,8413,24677931,,,,,,
PATIENT SIGNATURE DATE,8510,24677931,,,,,,
"If the patient is a minor or unable to sign, complete the following:",8534,24677931,,,,,,
"Signing on behalf of patient: 
Parent/Guardian/PDA Signature Relationship to Patient Date 
PATIENT IDENTIFICATION 
0 











(Do) 

(Do Not) 

Patient is a Minor.",8604,24677931,,,,,,
"Patient is unable to sign because 

Parent 

Legal Guardian 

Power of Attorney 

Other 








Patient is a minor.",8773,24677931,,,,,,
"Parent 

Legal Guardian 

Power of Attorney 

Patient is unable to sign because 

Other",8895,24677931,,,,,,
"(t) MERCY HEALTH 
GRAND RAPIDS, Ml 
Patient Label 
CONSENT FOR HEPATITIS B",0,66694691,,,,,,
IMMUNIZATION,76,66694691,,,,,,
I have been given a copy of the Hepatitis B Vaccine Information sheet -State of Michigan version-published by the Centers for Disease Control and Prevention (CDC).,90,66694691,,,,,,
I have read or have had explained to me the information about Hepatitis B and the Hepatitis vaccine.,254,66694691,,,,,,
"I understand the risks and benefits of the vaccination for Hepatitis B. 
0",355,66694691,,,,,,
"YES, I choose to have my baby receive the Hepatitis B vaccine.",430,66694691,['A'],"0 YES, I choose to have my baby receive the Hepatitis B vaccine.",['A'],"YES, I choose to have my baby receive the Hepatitis B vaccine.",['A'],"0 YES, I choose to have my baby receive the Hepatitis B vaccine."
0,494,66694691,['A'],"0 NO, I have chosen not to have my baby receive the Hepatitis B vaccine at this time.",,,['A'],"0 NO, I have chosen not to have my baby receive the Hepatitis B vaccine at this time."
"NO, I have chosen not to have my baby receive the Hepatitis B vaccine at this time.",496,66694691,,,['A'],"NO, I have chosen not to have my baby receive the Hepatitis B vaccine at this time.",,
I understand that my baby's physician will advise me regarding the plan for care and future vaccinations for my baby.,580,66694691,,,['C'],I understand that my baby's physician will advise me regarding the plan for care and future vaccinations for my baby.,,
Signature of mother Date Time,699,66694691,,,,,,
"Witness Date Time 
CONSENTIMIENTO PARA LA INMUNIZACION DE HEPATITIS 8 
Mehan entregado una copia de la hoja de informaci6n de la vacuna de Hepatitis B -version",730,66694691,,,,,,
para el estado de Michigan-publicada por el Centro de Control y,890,66694691,,,,,,
Prevenci6n de Enfermedades (CDC por sus siglas en ingles).,954,66694691,,,,,,
He lefdo o me han explicado la informaci6n sobre la Hepatitis B y la vacuna de la Hepatitis B. Entiendo los riesgos y beneficios de la vacunaci6n para,1013,66694691,,,,,,
"la Hepatitis B. 
0 SI, he elegido que",1164,66694691,['A'],"0 SI, he elegido que mi bebe reciba la vacuna de la hepatitis B.",,,,
mi bebe reciba la vacuna de la hepatitis B.,1202,66694691,,,,,,
0,1247,66694691,['A'],"0 NO, he elegido que mi bebe no reciba la vacuna de la hepatitis B por esta vez.",,,,
"NO, he elegido que",1249,66694691,,,,,,
mi bebe no reciba la vacuna de la hepatitis B por esta vez.,1268,66694691,,,,,,
Entiendo que el,1328,66694691,,,,,,
medico de mi bebe,1344,66694691,,,,,,
me dara las recomendaciones respecto al plan de cuidado y futuras vacunaciones,1362,66694691,,,,,,
para mi bebe.,1441,66694691,,,,,,
Firma de la madre,1456,66694691,,,,,,
"Fecha Hora 
Testigo Fecha Hora 
11111111111111111111111111111111111111111111111III",1474,66694691,,,,,,
/msl (10/24/14),1557,66694691,,,,,,
GR7011-019,1573,66694691,,,,,,
 ,1584,66694691,,,,,,
7&1,1586,66694691,,,,,,
1 &19 ,1590,66694691,,,,,,
UPMC/UNIVERSITY OF PITTSBURGH MEDICAL CENTER (UPMC) ,0,62892380,,,,,,
"CONSENT FOR TREATMENT, PAYMENT AND HEALTH CARE OPERATIONS",54,62892380,,,,,,
"(TPO) 
UPMC, for the purposes of this consent, includes all hospitals, physician offices and other facilities providing healthcare services which are part of the UPMC system.",112,62892380,['C'],"UPMC, for the purposes of this consent, includes all hospitals, physician offices and other facilities providing healthcare services which are part of the UPMC system.",,,,
1.,289,62892380,,,,,,
"I,",293,62892380,['A'],"I, _________________________________________(print ortype name) onbehalfof (patientnameand relationship)consenttotheprovision oftreatmentthatmay includediagnosticprocedures, mental health, drug and alcohol treatment, medical treatmentand/oradmission toUPMC, including its hospitals, other health care facilities and physicians (all affiliates ), which my physician or his/her authorized agent may consider necessary or advisable.",['A'],"I, _________________________________________(print ortype name) onbehalfof (patientnameand relationship)consenttotheprovision oftreatmentthatmay includediagnosticprocedures, mental health, drug and alcohol treatment, medical treatmentand/oradmission toUPMC, including its hospitals, other health care facilities and physicians (all affiliates ), which my physician or his/her authorized agent may consider necessary or advisable.",['A'],"I, _________________________________________(print ortype name) onbehalfof (patientnameand relationship)consenttotheprovision oftreatmentthatmay includediagnosticprocedures, mental health, drug and alcohol treatment, medical treatmentand/oradmission toUPMC, including its hospitals, other health care facilities and physicians (all affiliates ), which my physician or his/her authorized agent may consider necessary or advisable."
"_________________________________________(print ortype name) onbehalfof (patientnameand relationship)consenttotheprovision oftreatmentthatmay includediagnosticprocedures, mental health, drug and alcohol treatment, medical treatmentand/oradmission toUPMC, including its hospitals, other health care facilities and physicians (all affiliates ), which my physician or his/her authorized agent may consider necessary or advisable.",296,62892380,,,,,,
I understand special consent forms may need to be signed for specific procedures.,724,62892380,,,['B'],I understand special consent forms may need to be signed for specific procedures.,,
"For licensed drug and alcohol facilities, this TPO will act as a consent for treatment only.",806,62892380,['C'],"For licensed drug and alcohol facilities, this TPO will act as a consent for treatment only.",,,,
Any disclosure of information would require a separate release of information.,899,62892380,['C'],Any disclosure of information would require a separate release of information.,,,,
If I have a religious objection to specific care to be provided I may ask UPMC not to provide such care.,978,62892380,,,,,,
2.,1085,62892380,,,,,,
"I understandthatmy care may includeexaminations,diagnostictests, medicaltreatment,takingphotographs/video and making audio recordings that may be used for my care and/or byUPMC for education as well as health care operationspurposes.",1089,62892380,['C'],"I understandthatmy care may includeexaminations,diagnostictests, medicaltreatment,takingphotographs/video and making audio recordings that may be used for my care and/or byUPMC for education as well as health care operationspurposes.",['C'],"I understandthatmy care may includeexaminations,diagnostictests, medicaltreatment,takingphotographs/video and making audio recordings that may be used for my care and/or byUPMC for education as well as health care operationspurposes.",,
3.,1325,62892380,,,,,,
"I understand and agree that others,under the direction of a physician, may assist or participate in providing hospitaland/ormedical care to me atUPMC teachingfacilities.",1329,62892380,['A'],"I understand and agree that others,under the direction of a physician, may assist or participate in providing hospitaland/ormedical care to me atUPMC teachingfacilities.",['A'],"understand and agree that others,under the direction of a physician, may assist or participate in providing hospitaland/ormedical care to me atUPMC teachingfacilities.",['A'],"I understand and agree that others,under the direction of a physician, may assist or participate in providing hospitaland/ormedical care to me atUPMC teachingfacilities."
"Thesepeople may includebut are notlimited toresidents, fellows, and medical/nursing students.",1499,62892380,['C'],"Thesepeople may includebut are notlimited toresidents, fellows, and medical/nursing students.",['C'],"Thesepeople may includebut are notlimited toresidents, fellows, and medical/nursing students",['C'],"Thesepeople may includebut are notlimited toresidents, fellows, and medical/nursing students."
4.,1595,62892380,,,,,,
"If applicable, I give UPMC permission to appropriately dispose of any specimens/tissue (such as blood samples, PAP smears, skin tags, etc.)",1599,62892380,['A'],"If applicable, I give UPMC permission to appropriately dispose of any specimens/tissue (such as blood samples, PAP smears, skin tags, etc.) taken from my body.",['A'],"If applicable, I give UPMC permission to appropriately dispose of any specimens/tissue (such as blood samples, PAP smears, skin tags, etc.) taken from my body.",['A'],"If applicable, I give UPMC permission to appropriately dispose of any specimens/tissue (such as blood samples, PAP smears, skin tags, etc.) taken from my body."
taken from my body.,1739,62892380,,,,,,
"Once disposed of, these specimens/tissue cannot be retrieved.",1759,62892380,,,,,,
I understand and agree that UPMC and its designees may usesuch specimens/tissue as part ofitseducational activities.,1821,62892380,['A'],I understand and agree that UPMC and its designees may usesuch specimens/tissue as part ofitseducational activities.,['B'],I understand and agree that UPMC and its designees may usesuch specimens/tissue as part ofitseducational activities.,['A'],I understand and agree that UPMC and its designees may usesuch specimens/tissue as part ofitseducational activities.
I understand thatstate and federal lawallows UPMC to use specimens/tissue for research purposes without my authorization if my identity is not linked to the specimens/tissue.,1938,62892380,['C'],I understand thatstate and federal lawallows UPMC to use specimens/tissue for research purposes without my authorization if my identity is not linked to the specimens/tissue.,['B'],I understand thatstate and federal lawallows UPMC to use specimens/tissue for research purposes without my authorization if my identity is not linked to the specimens/tissue.,,
I will be asked to provide authorization for use of my specimens/tissue in research if myidentity is linked to thespecimens/tissue.,2113,62892380,['C'],I will be asked to provide authorization for use of my specimens/tissue in research if myidentity is linked to thespecimens/tissue.,,,,
5.,2247,62892380,,,,,,
I acknowledge that no guarantees have been given to me as to the outcome of any examination ortreatment.,2251,62892380,,,,,,
6.,2358,62892380,,,,,,
I understand and agree that UPMC may at its discretion provide certain services to me by remote means called telehealth .,2362,62892380,['A'],I understand and agree that UPMC may at its discretion provide certain services to me by remote means called telehealth .,,,['A'],I understand and agree that UPMC may at its discretion provide certain services to me by remote means called telehealth .
Such telehealth services involve a health provider who is at a site remote from my location at the time of the service.,2485,62892380,['C'],Such telehealth services involve a health provider who is at a site remote from my location at the time of the service.,,,,
"Telehealth may involve the secure transmission of video, audio, images, pictures and other types of information in real time or via a store and forward application.",2605,62892380,['C'],"Telehealth may involve the secure transmission of video, audio, images, pictures and other types of information in real time or via a store and forward application.",,,['C'],"Telehealth may involve the secure transmission of video, audio, images, pictures and other types of information in real time or via a store and forward application."
The remote provider will determine whether the condition being diagnosed or treated is appropriate for telehealth.,2770,62892380,,,,,,
I certify that the information given by me in applying for payment under Title XIX of the Social Security Act is correct.,2889,62892380,,,,,,
"I authorize any holder of medical or other information about me to release to the Centers for Medicare and Medicaid Service or its intermediaries or carriers, any information needed for this or any related Medicare Claim.",3011,62892380,,,,,,
I request that payment of authorized benefits be made on my behalf.,3233,62892380,,,,,,
I assign the benefits payable for physician services to the physician or organization providing the services or authorize that physician or entity to submit a claim to Medicare for payment to me.,3301,62892380,,,,,,
My signature at the end of this consent acknowledges my receipt of an important message from MEDICARE/MEDICARE HMO/TRICARE (formerly known as CHAMPUS / CHAMPVA) and does not waive any of my rights to request a review.,3497,62892380,,,,,,
"I certify that the information given on this consent is true, complete, and accurate.",3717,62892380,,,,,,
"I understand that payment and satisfaction of this claim will be from federal and state funds and that any false claims, statement, documents, or concealment of material facts, may be prosecuted under applicable federal and state laws.",3803,62892380,,,,,,
1.,4041,62892380,,,,,,
"I have been provided the UPMC Notice of PrivacyPractices, either nowor previously.",4044,62892380,,,,,,
